text,processed_text,vader_neg,vader_neu,vader_pos,compound,roberta_neg,roberta_neu,roberta_pos,label
i be positive when every insecurity i have feels like its being admired through a microscope,"['positive', 'every', 'insecurity', 'feel', 'like', 'admired', 'microscope']",0.132,0.425,0.443,0.765,0.07493519,0.30307546,0.62198937,Love
i am sad because i do see why so many people love this book so much and also because i feel as if i might have liked this book had i read it five years ago,"['sad', 'see', 'many', 'people', 'love', 'book', 'much', 'also', 'feel', 'might', 'liked', 'book', 'read', 'five', 'year', 'ago']",0.081,0.73,0.189,0.6326,0.65871733,0.23725031,0.104032315,Love
i like water to feel like a hot bath so for me it was a bit too cold,"['like', 'water', 'feel', 'like', 'hot', 'bath', 'bit', 'cold']",0.0,0.722,0.278,0.6124,0.23456985,0.57283986,0.19259036,Love
i am definitely starting to feel the need to be in my own bed again and the longing to be in my own home where i can do as i please without having to worry about being impolite in front of family,"['definitely', 'starting', 'feel', 'need', 'bed', 'longing', 'home', 'please', 'without', 'worry', 'impolite', 'front', 'family']",0.082,0.754,0.164,0.5727,0.06854741,0.41840637,0.5130462,Love
i closed my eyes and feel the gentle wind sweep my face,"['closed', 'eye', 'feel', 'gentle', 'wind', 'sweep', 'face']",0.0,0.775,0.225,0.4404,0.024296634,0.541629,0.4340744,Love
i want to add another facet to the beloved theme that i feel really beloved by people,"['want', 'add', 'another', 'facet', 'beloved', 'theme', 'feel', 'really', 'beloved', 'people']",0.0,0.603,0.397,0.7845,0.008943031,0.12257783,0.86847913,Love
i feel is very gentle and mild on the nails,"['feel', 'gentle', 'mild', 'nail']",0.0,0.715,0.285,0.4927,0.030355081,0.49231753,0.47732738,Love
i like lots of things but im not sure i feel passionate enough about any one thing to talk about it all the time,"['like', 'lot', 'thing', 'im', 'sure', 'feel', 'passionate', 'enough', 'one', 'thing', 'talk', 'time']",0.227,0.707,0.065,-0.655,0.19750993,0.4677883,0.33470175,Love
im feeling damn hot and bored,"['im', 'feeling', 'damn', 'hot', 'bored']",0.516,0.323,0.161,-0.5106,0.89063805,0.09648111,0.012880861,Love
i didnt feel the longing for my privilege and my comfort,"['didnt', 'feel', 'longing', 'privilege', 'comfort']",0.0,0.535,0.465,0.6217,0.45898834,0.4750123,0.0659994,Love
i can tell you i am feeling hot and sluggish in this sweltering northeast heat and humidity,"['tell', 'feeling', 'hot', 'sluggish', 'sweltering', 'northeast', 'heat', 'humidity']",0.157,0.756,0.087,-0.296,0.78110576,0.18964607,0.029248158,Love
im feeling like a naughty girl,"['im', 'feeling', 'like', 'naughty', 'girl']",0.0,0.429,0.571,0.4588,0.509272,0.41875705,0.07197097,Love
i always feel that you lovely people who slog through my usual posts deserve better than that hence fresh reviews,"['always', 'feel', 'lovely', 'people', 'slog', 'usual', 'post', 'deserve', 'better', 'hence', 'fresh', 'review']",0.0,0.64,0.36,0.8402,0.03877636,0.13619114,0.82503253,Love
i wasnt thinking about leaving cory but i wasnt exactly feeling loyal to him at the moment,"['wasnt', 'thinking', 'leaving', 'cory', 'wasnt', 'exactly', 'feeling', 'loyal', 'moment']",0.273,0.727,0.0,-0.5975,0.53872234,0.44533762,0.015940033,Love
i feel like i can just talk about the things i liked or didn t like,"['feel', 'like', 'talk', 'thing', 'liked', 'like']",0.0,0.536,0.464,0.7783,0.22780189,0.65550894,0.116689175,Love
i feel like such a blessed woman today,"['feel', 'like', 'blessed', 'woman', 'today']",0.0,0.385,0.615,0.7506,0.017005272,0.017467203,0.9655275,Love
i feel caring concern for ron and especially for his wife who i feel very close connections with,"['feel', 'caring', 'concern', 'ron', 'especially', 'wife', 'feel', 'close', 'connection']",0.0,0.824,0.176,0.4939,0.036823954,0.5800863,0.38308975,Love
i have a feeling it will be a hot one,"['feeling', 'hot', 'one']",0.0,0.8,0.2,0.128,0.014652345,0.15121275,0.83413494,Love
i have had a blog longer than a facebook account makes me feel like i have to be loyal to it,"['blog', 'longer', 'facebook', 'account', 'make', 'feel', 'like', 'loyal']",0.0,0.728,0.272,0.6808,0.06932511,0.6188269,0.31184795,Love
i workout my feelings about everything are launched into some sort of romantic daze,"['workout', 'feeling', 'everything', 'launched', 'sort', 'romantic', 'daze']",0.125,0.629,0.246,0.2297,0.09199561,0.6618732,0.24613118,Love
i feel blessed and safe that nothing to terrible happened regarding the storms,"['feel', 'blessed', 'safe', 'nothing', 'terrible', 'happened', 'regarding', 'storm']",0.0,0.49,0.51,0.8539,0.024416087,0.08572411,0.8898598,Love
i feel that to my friends im unceasingly loyal constantly caring supportive and honest,"['feel', 'friend', 'im', 'unceasingly', 'loyal', 'constantly', 'caring', 'supportive', 'honest']",0.0,0.349,0.651,0.9313,0.012382833,0.09046606,0.8971511,Love
i want to feel admired by,"['want', 'feel', 'admired']",0.0,0.395,0.605,0.5574,0.03584888,0.27627552,0.68787557,Love
i am feeling however is not just about reuniting with all these absolutely lovely women who are so passionate about ewi it is about the way i feel about myself when i am in their presence fulfilled joyous and oh so grateful,"['feeling', 'however', 'reuniting', 'absolutely', 'lovely', 'woman', 'passionate', 'ewi', 'way', 'feel', 'presence', 'fulfilled', 'joyous', 'oh', 'grateful']",0.0,0.614,0.386,0.9671,0.005247001,0.017263282,0.97748977,Love
i would like to feel your girlfriend supportive biceps and triceps instead of all those weighty fingers by using bloodstream from my heart,"['would', 'like', 'feel', 'girlfriend', 'supportive', 'biceps', 'triceps', 'instead', 'weighty', 'finger', 'using', 'bloodstream', 'heart']",0.0,0.81,0.19,0.5719,0.18369055,0.60800785,0.20830159,Love
i feel so much less faithful than they are,"['feel', 'much', 'less', 'faithful']",0.0,0.709,0.291,0.4349,0.8523173,0.1352336,0.012449144,Love
i was able to feel very sympathetic about their pain,"['able', 'feel', 'sympathetic', 'pain']",0.238,0.504,0.259,0.0754,0.10673321,0.483087,0.41017982,Love
i could make one baby feel loved for the few hours we were there,"['could', 'make', 'one', 'baby', 'feel', 'loved', 'hour']",0.0,0.755,0.245,0.5994,0.00888972,0.09158642,0.89952385,Love
i feel like buy to play is the most accepted model by consumers at large,"['feel', 'like', 'buy', 'play', 'accepted', 'model', 'consumer', 'large']",0.0,0.601,0.399,0.7425,0.021390513,0.32309908,0.6555105,Love
i feel so hot just looking at the sleeve and the small neckline,"['feel', 'hot', 'looking', 'sleeve', 'small', 'neckline']",0.0,1.0,0.0,0.0,0.032414846,0.18777408,0.779811,Love
i feel like im loving myself very well,"['feel', 'like', 'im', 'loving', 'well']",0.0,0.313,0.687,0.8313,0.0053469506,0.03192639,0.96272665,Love
i read my quran i took a nap i woke up with a different sort of feeling in me and i am so loving it,"['read', 'quran', 'took', 'nap', 'woke', 'different', 'sort', 'feeling', 'loving']",0.0,0.733,0.267,0.735,0.0035384356,0.024413394,0.9720482,Love
i dunno it feels like you should be since she is the most god damn beloved character in the game right next to rinoa,"['dunno', 'feel', 'like', 'since', 'god', 'damn', 'beloved', 'character', 'game', 'right', 'next', 'rinoa']",0.098,0.624,0.278,0.6682,0.22682236,0.42839113,0.3447865,Love
i feel like we are supporting her lifestyle,"['feel', 'like', 'supporting', 'lifestyle']",0.0,0.481,0.519,0.6597,0.041334696,0.6608728,0.29779243,Love
i feel in a loving way,"['feel', 'loving', 'way']",0.0,0.435,0.565,0.5994,0.013104582,0.09930067,0.8875947,Love
i make it for myself i leave the cheese but omit the mayonnaise unless i m feeling naughty but i add plenty of salsa and lime juice,"['make', 'leave', 'cheese', 'omit', 'mayonnaise', 'unless', 'feeling', 'naughty', 'add', 'plenty', 'salsa', 'lime', 'juice']",0.048,0.875,0.077,0.1655,0.061887383,0.6727439,0.26536864,Love
i feel that it really helps me to understand and become more compassionate and caring,"['feel', 'really', 'help', 'understand', 'become', 'compassionate', 'caring']",0.0,0.528,0.472,0.8705,0.014807259,0.07695617,0.90823656,Love
i am being selfish but i feel like me trying to make him horny is redundant because he is always horny and i feel like he should try harder to make me horny,"['selfish', 'feel', 'like', 'trying', 'make', 'horny', 'redundant', 'always', 'horny', 'feel', 'like', 'try', 'harder', 'make', 'horny']",0.058,0.759,0.183,0.6652,0.7102964,0.26299563,0.026708009,Love
i feel faithful and i feel like i have support,"['feel', 'faithful', 'feel', 'like', 'support']",0.0,0.331,0.669,0.7964,0.00541765,0.049211305,0.94537103,Love
i feel ashamedand so naughty andafraid stopit,"['feel', 'ashamedand', 'naughty', 'andafraid', 'stopit']",0.0,1.0,0.0,0.0,0.9409271,0.051753793,0.0073190876,Love
i feel passionate about and dating is,"['feel', 'passionate', 'dating']",0.0,0.595,0.405,0.5267,0.011118208,0.2259214,0.7629604,Love
i am not a big prayer but there is something about having such a faithful person pray on your behalf that makes me feel loved and assured,"['big', 'prayer', 'something', 'faithful', 'person', 'pray', 'behalf', 'make', 'feel', 'loved', 'assured']",0.0,0.565,0.435,0.9468,0.015024142,0.08266369,0.9023121,Love
i feel towards you the feeling of loving you is that strong that every mood changes of yours will change mine too,"['feel', 'towards', 'feeling', 'loving', 'strong', 'every', 'mood', 'change', 'change', 'mine']",0.0,0.674,0.326,0.8271,0.008004518,0.071205445,0.92079,Love
i hate having a day off when she does because i feel like shes not considerate of me while i have to be super considerate of her,"['hate', 'day', 'feel', 'like', 'shes', 'considerate', 'super', 'considerate']",0.259,0.547,0.194,-0.276,0.8411037,0.14558662,0.013309697,Love
i feel like were all pretty supportive of each other,"['feel', 'like', 'pretty', 'supportive']",0.0,0.432,0.568,0.7845,0.011069251,0.06943103,0.91949975,Love
i didnt quite feel the romantic pull between joe and sadie as i believe i maybe should have but that came down to also not believing allies sexuality,"['didnt', 'quite', 'feel', 'romantic', 'pull', 'joe', 'sadie', 'believe', 'maybe', 'came', 'also', 'believing', 'ally', 'sexuality']",0.0,0.924,0.076,0.2457,0.51405823,0.46940616,0.016535603,Love
i feel so blessed to have both lisa and god as friends in this life,"['feel', 'blessed', 'lisa', 'god', 'friend', 'life']",0.0,0.539,0.461,0.8553,0.0042034616,0.011261052,0.9845355,Love
i can t update as expansively as i d like very expansively but as i m feeling generous here are some nice things,"['update', 'expansively', 'like', 'expansively', 'feeling', 'generous', 'nice', 'thing']",0.0,0.527,0.473,0.8922,0.018943379,0.13823712,0.8428195,Love
i intuitively feel very strongly that i am caring for myself,"['intuitively', 'feel', 'strongly', 'caring']",0.0,0.556,0.444,0.6801,0.009247155,0.21691804,0.7738348,Love
i really feel that anyone and everyone can make a difference i just want to energize and encourage kids to be more compassionate and socially responsible,"['really', 'feel', 'anyone', 'everyone', 'make', 'difference', 'want', 'energize', 'encourage', 'kid', 'compassionate', 'socially', 'responsible']",0.0,0.572,0.428,0.9099,0.017990807,0.11722862,0.86478055,Love
i expected mothers of healthy babies might feel but i accepted it as a normal reaction to my situation,"['expected', 'mother', 'healthy', 'baby', 'might', 'feel', 'accepted', 'normal', 'reaction', 'situation']",0.0,0.757,0.243,0.5423,0.27856714,0.6394266,0.08200627,Love
i am increasingly burdened by the idea that while skin color is becoming less and less of a debilitation disabilities are not feeling nearly as accepted,"['increasingly', 'burdened', 'idea', 'skin', 'color', 'becoming', 'less', 'less', 'debilitation', 'disability', 'feeling', 'nearly', 'accepted']",0.15,0.773,0.077,-0.2429,0.86977476,0.12440203,0.0058231885,Love
i feel for brett because all he wants to do is play football for the team he loves that he has lead so effectively and that he has been loyal to for so long,"['feel', 'brett', 'want', 'play', 'football', 'team', 'love', 'lead', 'effectively', 'loyal', 'long']",0.0,0.691,0.309,0.9176,0.03214676,0.15128443,0.8165688,Love
i find it very useful to soothe itching eczema when skin is feeling hot and sensitive,"['find', 'useful', 'soothe', 'itching', 'eczema', 'skin', 'feeling', 'hot', 'sensitive']",0.0,0.617,0.383,0.7548,0.0415723,0.33415198,0.6242757,Love
i need someone to make me feel horny,"['need', 'someone', 'make', 'feel', 'horny']",0.0,1.0,0.0,0.0,0.33907226,0.45899352,0.20193423,Love
i broke down and am writing this blog because i decided to give myself permission to bask in this season of life and document how im feeling since im hyper nostalgic,"['broke', 'writing', 'blog', 'decided', 'give', 'permission', 'bask', 'season', 'life', 'document', 'im', 'feeling', 'since', 'im', 'hyper', 'nostalgic']",0.089,0.863,0.048,-0.3182,0.05759589,0.36841524,0.57398885,Love
i have been ill all weekend and i am still feeling delicate today with a hospital appointment looming tomorrow morning,"['ill', 'weekend', 'still', 'feeling', 'delicate', 'today', 'hospital', 'appointment', 'looming', 'tomorrow', 'morning']",0.215,0.65,0.135,-0.3818,0.8745314,0.113554545,0.011914048,Love
i love every stage my kids reach and feel so blessed i can stay home to teach them biblical values for their lives,"['love', 'every', 'stage', 'kid', 'reach', 'feel', 'blessed', 'stay', 'home', 'teach', 'biblical', 'value', 'life']",0.0,0.567,0.433,0.9184,0.003906354,0.0129972035,0.9830965,Love
i appreciate the vision that we have at petra and feel really quite loyal to the school,"['appreciate', 'vision', 'petra', 'feel', 'really', 'quite', 'loyal', 'school']",0.0,0.608,0.392,0.8111,0.0038603353,0.028874308,0.96726537,Love
i feel ever so slightly naughty wearing this as though i want to go and drink champagne with marilyn monroe,"['feel', 'ever', 'slightly', 'naughty', 'wearing', 'though', 'want', 'go', 'drink', 'champagne', 'marilyn', 'monroe']",0.0,0.821,0.179,0.3612,0.4390312,0.45881006,0.10215865,Love
i feel like i have finally accepted that i have to throw away the road map ive been following for twenty five years draw my own and drive like hell,"['feel', 'like', 'finally', 'accepted', 'throw', 'away', 'road', 'map', 'ive', 'following', 'twenty', 'five', 'year', 'draw', 'drive', 'like', 'hell']",0.133,0.663,0.205,0.128,0.6686912,0.27858603,0.052722774,Love
i feel as loyal as he is with frodo to my friends,"['feel', 'loyal', 'frodo', 'friend']",0.0,0.592,0.408,0.7351,0.010862528,0.33150056,0.65763694,Love
i feel like a sardine im like something tender but my gay is seems insufficient,"['feel', 'like', 'sardine', 'im', 'like', 'something', 'tender', 'gay', 'seems', 'insufficient']",0.0,0.759,0.241,0.3612,0.8197599,0.16693029,0.013309791,Love
i am future teenage mom and now i feel myself always horny,"['future', 'teenage', 'mom', 'feel', 'always', 'horny']",0.0,1.0,0.0,0.0,0.41021577,0.4859173,0.10386699,Love
i feel accepted here,"['feel', 'accepted']",0.0,0.488,0.512,0.2732,0.010654788,0.112167835,0.8771774,Love
i gaze into those beautiful green eyes nor hear her tinkling laughter or feel the gentle touch of her fingers on my arm,"['gaze', 'beautiful', 'green', 'eye', 'hear', 'tinkling', 'laughter', 'feel', 'gentle', 'touch', 'finger', 'arm']",0.0,0.655,0.345,0.875,0.0817928,0.5585196,0.3596876,Love
i feel doing so is a necessity in order to properly appreciate the delicate interior of a beard papa,"['feel', 'necessity', 'order', 'properly', 'appreciate', 'delicate', 'interior', 'beard', 'papa']",0.0,0.782,0.218,0.4404,0.026180502,0.4567703,0.5170492,Love
i don t feel like there s ever been a person that i loved that i no longer love,"['feel', 'like', 'ever', 'person', 'loved', 'longer', 'love']",0.101,0.413,0.486,0.8555,0.75246847,0.22054344,0.026988104,Love
i beleive he regrets coming to japan but i feel that although i m not particulary fond of a lot of the customs and culture i will never regret coming,"['beleive', 'regret', 'coming', 'japan', 'feel', 'although', 'particulary', 'fond', 'lot', 'custom', 'culture', 'never', 'regret', 'coming']",0.168,0.728,0.104,-0.217,0.35636997,0.47062695,0.17300314,Love
i feel like you can never address confidence without this word that i have always liked and it is countenance countenance a facial expression portraying a state of mind,"['feel', 'like', 'never', 'address', 'confidence', 'without', 'word', 'always', 'liked', 'countenance', 'countenance', 'facial', 'expression', 'portraying', 'state', 'mind']",0.09,0.733,0.177,0.3814,0.10922492,0.5626757,0.32809937,Love
i feel as though technology is still a hot button issue,"['feel', 'though', 'technology', 'still', 'hot', 'button', 'issue']",0.0,1.0,0.0,0.0,0.7490082,0.23660912,0.014382728,Love
i have no idea whos nice anymore i have a strong feeling about which guys have been naughty,"['idea', 'who', 'nice', 'anymore', 'strong', 'feeling', 'guy', 'naughty']",0.106,0.529,0.365,0.6597,0.740017,0.24034481,0.019638132,Love
i have sunk to this level and have become frustrated with the inability to communicate my frustrated feelings in a way that is gracious and understandable to others,"['sunk', 'level', 'become', 'frustrated', 'inability', 'communicate', 'frustrated', 'feeling', 'way', 'gracious', 'understandable', 'others']",0.271,0.627,0.103,-0.7096,0.86242867,0.12812306,0.009448324,Love
i could feel the boy s pain when he watched and admired the girl from across the street,"['could', 'feel', 'boy', 'pain', 'watched', 'admired', 'girl', 'across', 'street']",0.16,0.68,0.16,0.0,0.6287616,0.34474492,0.02649352,Love
i want to shout out my joy or this knowledge to the world but there is no one there to listen to hear the joy i feel sometimes there is a deeper longing inside me or certain sadness stays if even just for a moment,"['want', 'shout', 'joy', 'knowledge', 'world', 'one', 'listen', 'hear', 'joy', 'feel', 'sometimes', 'deeper', 'longing', 'inside', 'certain', 'sadness', 'stay', 'even', 'moment']",0.147,0.639,0.214,0.5574,0.59602463,0.27969465,0.124280736,Love
im feeling rather horny,"['im', 'feeling', 'rather', 'horny']",0.0,0.667,0.333,0.128,0.21223122,0.60084313,0.18692563,Love
i am not in favour of her feeling stress at this tender age and i know these tests were inevitable but that still doesnt make me agree with them,"['favour', 'feeling', 'stress', 'tender', 'age', 'know', 'test', 'inevitable', 'still', 'doesnt', 'make', 'agree']",0.205,0.754,0.041,-0.6147,0.80902773,0.18371418,0.0072580343,Love
i often feel for sympathetic towards marianna i know she loves the doctor and yet he is in love with romanna i have no dount he loves marianna also but not like she wants him too,"['often', 'feel', 'sympathetic', 'towards', 'marianna', 'know', 'love', 'doctor', 'yet', 'love', 'romanna', 'dount', 'love', 'marianna', 'also', 'like', 'want']",0.105,0.663,0.232,0.6352,0.36325327,0.57463086,0.062115878,Love
i feel guilt at not loving hawks pacers i am not loving my sense of self,"['feel', 'guilt', 'loving', 'hawk', 'pacer', 'loving', 'sense', 'self']",0.433,0.567,0.0,-0.8122,0.88224393,0.105726466,0.012029686,Love
i havent really talked to anyone except dirk about how im feeling and though hes supportive the three of us him my mom and myself are all part of the problem,"['havent', 'really', 'talked', 'anyone', 'except', 'dirk', 'im', 'feeling', 'though', 'he', 'supportive', 'three', 'u', 'mom', 'part', 'problem']",0.081,0.808,0.111,0.0,0.852085,0.14017421,0.007740872,Love
i cant know for sure what susan would write me after she read this column today but i have a feeling she would say i liked it,"['cant', 'know', 'sure', 'susan', 'would', 'write', 'read', 'column', 'today', 'feeling', 'would', 'say', 'liked']",0.055,0.743,0.202,0.6084,0.03385612,0.32626054,0.63988334,Love
i know she thinks i m a good friend i know she loves me but i constantly feel like i can t do enough to help her that i m not supportive enough that i don t offer her the she s missing to make her life complete,"['know', 'think', 'good', 'friend', 'know', 'love', 'constantly', 'feel', 'like', 'enough', 'help', 'supportive', 'enough', 'offer', 'missing', 'make', 'life', 'complete']",0.111,0.604,0.285,0.7946,0.44386443,0.3279784,0.2281572,Love
i liked participating and if anything it made me feel like i was supporting a needed cause and made me feel more inspired to become more devout and get to the masjid,"['liked', 'participating', 'anything', 'made', 'feel', 'like', 'supporting', 'needed', 'cause', 'made', 'feel', 'inspired', 'become', 'devout', 'get', 'masjid']",0.0,0.681,0.319,0.8932,0.0041211685,0.026550682,0.9693281,Love
i feel like having something sweet especially if theyre with peanut butter,"['feel', 'like', 'something', 'sweet', 'especially', 'theyre', 'peanut', 'butter']",0.0,0.621,0.379,0.6705,0.010785614,0.116974816,0.8722396,Love
i feel like i have to stay loyal to nick completely,"['feel', 'like', 'stay', 'loyal', 'nick', 'completely']",0.0,0.556,0.444,0.6808,0.041795928,0.591147,0.36705706,Love
i feel just like doing a hot eye mask during facial,"['feel', 'like', 'hot', 'eye', 'mask', 'facial']",0.0,0.762,0.238,0.3612,0.22605897,0.64174265,0.13219842,Love
i just dont get it the sex has almost came to a rolling hault and he is very distant and everything to hem is now more important to hem than me i tell hem how i feel and he never is considerate of my fellings,"['dont', 'get', 'sex', 'almost', 'came', 'rolling', 'hault', 'distant', 'everything', 'hem', 'important', 'hem', 'tell', 'hem', 'feel', 'never', 'considerate', 'fellings']",0.055,0.897,0.048,-0.0806,0.87949955,0.11372173,0.0067787683,Love
i really really wanted to say something but i had a feeling they would just dismiss me as a hot tired poop smelling mother with a baby who was diving bombing for my boob,"['really', 'really', 'wanted', 'say', 'something', 'feeling', 'would', 'dismiss', 'hot', 'tired', 'poop', 'smelling', 'mother', 'baby', 'diving', 'bombing', 'boob']",0.116,0.787,0.097,-0.3919,0.919503,0.07527313,0.0052239425,Love
im a glutton for punishment and i enjoy that sickening feeling i get when im around him a sweet concoction of butterflies and dread,"['im', 'glutton', 'punishment', 'enjoy', 'sickening', 'feeling', 'get', 'im', 'around', 'sweet', 'concoction', 'butterfly', 'dread']",0.307,0.447,0.246,-0.4404,0.7106588,0.19846968,0.09087148,Love
im not feeling very romantic he muttered,"['im', 'feeling', 'romantic', 'muttered']",0.435,0.565,0.0,-0.43,0.7323555,0.24346533,0.024179256,Love
i can t help but feel sympathetic to scolari i wish he would have stayed in portugal,"['help', 'feel', 'sympathetic', 'scolari', 'wish', 'would', 'stayed', 'portugal']",0.0,0.528,0.472,0.8705,0.73891306,0.22595945,0.035127513,Love
i choose not to care too much because i experienced the super suck feeling before that caring people too much will hurt you so much,"['choose', 'care', 'much', 'experienced', 'super', 'suck', 'feeling', 'caring', 'people', 'much', 'hurt', 'much']",0.259,0.492,0.249,-0.0844,0.874058,0.11605751,0.009884511,Love
i am currently writing this post feeling rather delicate because of it but it was all worth it,"['currently', 'writing', 'post', 'feeling', 'rather', 'delicate', 'worth']",0.0,0.749,0.251,0.4019,0.06119673,0.15385775,0.7849455,Love
i gotta feeling choreo i really liked their choreo,"['gotta', 'feeling', 'choreo', 'really', 'liked', 'choreo']",0.0,0.521,0.479,0.5563,0.004085478,0.036650214,0.9592643,Love
i feel like the blogging world has brought me a sense of community with the lovely people i have met through the world wide web,"['feel', 'like', 'blogging', 'world', 'brought', 'sense', 'community', 'lovely', 'people', 'met', 'world', 'wide', 'web']",0.0,0.76,0.24,0.743,0.003693802,0.018193517,0.97811264,Love
i keep feeling like the source problem is caring about what people think of you,"['keep', 'feeling', 'like', 'source', 'problem', 'caring', 'people', 'think']",0.136,0.503,0.362,0.5423,0.77949864,0.21194556,0.008555808,Love
i feel the gentle breeze brush against my freckled arms and am grateful for this moment in time sweet solitude peaceful space to breath natures beauty in my own special place,"['feel', 'gentle', 'breeze', 'brush', 'freckled', 'arm', 'grateful', 'moment', 'time', 'sweet', 'solitude', 'peaceful', 'space', 'breath', 'nature', 'beauty', 'special', 'place']",0.0,0.563,0.437,0.9559,0.0026741792,0.02192131,0.97540456,Love
i had a good chat with bernadette about what s gone on with the funding application and how we re feeling about that and she was supportive of that,"['good', 'chat', 'bernadette', 'gone', 'funding', 'application', 'feeling', 'supportive']",0.0,0.777,0.223,0.6808,0.009769399,0.12383606,0.8663946,Love
i would not claim to have an answer to this however i do feel that the punishment of a nation that is not really supportive of the terrorists is not the right way to handle the conflict,"['would', 'claim', 'answer', 'however', 'feel', 'punishment', 'nation', 'really', 'supportive', 'terrorist', 'right', 'way', 'handle', 'conflict']",0.281,0.719,0.0,-0.8935,0.7850249,0.20825796,0.006717113,Love
i feel passionate about growing some of my food,"['feel', 'passionate', 'growing', 'food']",0.0,0.541,0.459,0.6249,0.0074356706,0.08209843,0.91046596,Love
i was feeling so horny that i hooked up with someone random,"['feeling', 'horny', 'hooked', 'someone', 'random']",0.0,0.857,0.143,0.128,0.33103007,0.55612415,0.11284577,Love
i woke up on sunday morning feeling rather delicate was i nervous about my potential dive i don t know but i really wasn t feeling,"['woke', 'sunday', 'morning', 'feeling', 'rather', 'delicate', 'nervous', 'potential', 'dive', 'know', 'really', 'feeling']",0.072,0.739,0.189,0.1406,0.75734043,0.2306308,0.012028739,Love
i didnt think i would mind missing out on the family festivities but as the day approaches i must admit im feeling a little nostalgic for my great aunt pollys country estate in brittons neck south carolina,"['didnt', 'think', 'would', 'mind', 'missing', 'family', 'festivity', 'day', 'approach', 'must', 'admit', 'im', 'feeling', 'little', 'nostalgic', 'great', 'aunt', 'pollys', 'country', 'estate', 'brittons', 'neck', 'south', 'carolina']",0.039,0.679,0.282,0.8765,0.0616409,0.3508674,0.5874917,Love
i feel no one is supporting me and encouraging me that i can do it,"['feel', 'one', 'supporting', 'encouraging']",0.119,0.541,0.341,0.6249,0.8375137,0.15005429,0.012432067,Love
i share with you why the topic of action is something i feel so deeply passionate about,"['share', 'topic', 'action', 'something', 'feel', 'deeply', 'passionate']",0.0,0.678,0.322,0.7328,0.004093417,0.04830287,0.9476037,Love
i think its the first time that i actually feel like just giving up packing my bag and taking a break not caring about my responsibility at work,"['think', 'first', 'time', 'actually', 'feel', 'like', 'giving', 'packing', 'bag', 'taking', 'break', 'caring', 'responsibility', 'work']",0.089,0.745,0.166,0.312,0.7273555,0.24547194,0.027172538,Love
i feel accepted and loved unconditionally here,"['feel', 'accepted', 'loved', 'unconditionally']",0.0,0.4,0.6,0.7184,0.006758434,0.03072377,0.96251774,Love
i feel deeply passionate but i do try to keep sharing my passions at a minimum since i tend to speak zealously about those things that matter deeply to me,"['feel', 'deeply', 'passionate', 'try', 'keep', 'sharing', 'passion', 'minimum', 'since', 'tend', 'speak', 'zealously', 'thing', 'matter', 'deeply']",0.0,0.657,0.343,0.8884,0.020029154,0.2962485,0.6837224,Love
i feel as though i spend so much time researching what gentle discipline is supposed to be yet i have no idea how to put it into action,"['feel', 'though', 'spend', 'much', 'time', 'researching', 'gentle', 'discipline', 'supposed', 'yet', 'idea', 'put', 'action']",0.078,0.819,0.103,0.1779,0.8248214,0.16641934,0.008759199,Love
i to feel sympathetic about the children of the world and the bad messages that we send to them when we live in a lawless culture full of innuendo to the contrary,"['feel', 'sympathetic', 'child', 'world', 'bad', 'message', 'send', 'live', 'lawless', 'culture', 'full', 'innuendo', 'contrary']",0.101,0.805,0.095,-0.0516,0.86437124,0.12874776,0.006880998,Love
i want to feel loved i want to feel loved a href http achristledpath,"['want', 'feel', 'loved', 'want', 'feel', 'loved', 'href', 'http', 'achristledpath']",0.0,0.402,0.598,0.8555,0.0043471204,0.07363647,0.92201644,Love
i dont begrudge anyone who still deeply appreciates rick springfield and donna summer but i like to think i can file the old stuff in the listen to this when youre feeling nostalgic folder and enjoy new unique and wonderful tunes,"['dont', 'begrudge', 'anyone', 'still', 'deeply', 'appreciates', 'rick', 'springfield', 'donna', 'summer', 'like', 'think', 'file', 'old', 'stuff', 'listen', 'youre', 'feeling', 'nostalgic', 'folder', 'enjoy', 'new', 'unique', 'wonderful', 'tune']",0.0,0.665,0.335,0.9489,0.019387173,0.16951227,0.81110054,Love
i feel for folks with tender plantings that may have been set out too soon it might actually dip below freezing over the next few nights,"['feel', 'folk', 'tender', 'planting', 'may', 'set', 'soon', 'might', 'actually', 'dip', 'freezing', 'next', 'night']",0.055,0.945,0.0,-0.1027,0.7484793,0.240048,0.011472721,Love
i guess i m supposed to feel sympathetic that her excellency needs a break,"['guess', 'supposed', 'feel', 'sympathetic', 'excellency', 'need', 'break']",0.0,0.541,0.459,0.7783,0.24663323,0.64610696,0.10725981,Love
im back at the keyboard which does feel rather lovely,"['im', 'back', 'keyboard', 'feel', 'rather', 'lovely']",0.0,0.703,0.297,0.5859,0.004201811,0.031119717,0.9646785,Love
i feel a bit betrayed that she didnt confide in me and fed me all kinds of stuff about the other guys she flirted with smooched and liked,"['feel', 'bit', 'betrayed', 'didnt', 'confide', 'fed', 'kind', 'stuff', 'guy', 'flirted', 'smooched', 'liked']",0.168,0.742,0.09,-0.34,0.69278234,0.2933045,0.013913209,Love
